时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2020-05-12,贝尔科教,教育,C轮,1.2亿人民币,"源政投资（领投）, 越秀产业基金（领投）",60000,教育、素质教育、机器人,贝尔科教是一家线上线下相融合的一站式多品类素质教育服务科教平台，围绕AIQ核心理论自研课程体系、软硬件产品，培养师资队伍，凭借线下连锁教育机构以及线上教育服务平台为3-18岁青少儿提供机器人、编程、数学思维和美学等多品类STEAM课程，通过参与国际、国内各类赛事进行成果展示并不断验证优化，提升孩子的AIQ，培养人工智能时代原住民。,王作冰 创始人兼董事长 王作冰，贝尔科教集团创始人兼董事长，全球AIQ研究课题组联合发起人、中国组组长，《人工智能时代的教育革命》作者，黑马会教育分会秘书长、儿童成长联盟发起人、行知会会长。 
2020-05-11,轰轰机器人,智能硬件,A轮,3000万人民币,商汤科技,15000,智能硬件、机器人、机器人,轰轰机器人是一家AI教育机器人（汽车类）设计、制造和运营服务公司。公司的主营业务有智能硬件设计与制造、乐园运营及服务。公司目前主要产品有轰轰车DENNY（超级少儿越野电动汽车）、AI教育机器人SenseRover mini迷你编程小车、SenseRover pro 自动驾驶小车及周边配套产品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-08,知行机器人,物流,天使轮,数百万人民币,"创客总部, 国发创投",5000,物流、物流装备、机器人,知行机器人是一家机器人智能末端执行器生产商，专注智能机器人抓取系统开发、应用及推广，主要产品包括智能末端执行器、智能抓取系统、物流分拣系统、仓储搬运系统、上下料系统等。,白国超 创始人 白国超，知行机器人创始人、CEO。毕业于英国赫里奥特-瓦特大学和北京邮电大学，曾在伦敦国王学院、蒙特利尔大学、帝国理工学院做博士后研究。现为中国青年企业家协会导师制学员，上海电力大学硕士生导师（兼职）、南京航空航天大学硕士生导师（兼职），在机器人及人工智能领域有10余年的研究和工作经历，曾在自适应和可重构机器人领域申请两项国际专利。 
2020-05-07,亮亮视野,智能硬件,战略投资,5000万人民币,北京屹唐长厚基金,25000,智能硬件、可穿戴设备、机器人,GLXSS是一家AR眼镜研发商，涉及安防、医疗、制造、文教、能源、交通等行业的应用；提供第一视角的音视频、图文直播，并嵌入语音识别、手势识别、AR等创新交互，借助大数据和深度学习技术，协助行业完成智能化升级。,吴斐 CEO 吴斐，GLXSS亮亮视野创始人、CEO。创业之前曾就职联想。 文凯 联合创始人 文凯，GLXSS亮亮视野联合创始人。 
2020-05-07,燧原科技,先进制造,B轮,7亿人民币,"武岳峰资本（领投）, 腾讯投资, 海松资本, 达泰资本, 红点中国, 万物资本, 上海双创投资中心",520000,先进制造、集成电路、机器人,燧原科技专注人工智能领域云端算力平台，致力为人工智能产业发展提供普惠的基础设施解决方案，提供自主知识产权的高算力、高能效比、可编程的通用人工智能训练和推理产品。其创新性架构、互联方案和分布式计算及编程平台，可广泛应用于云数据中心、超算中心、互联网、金融及智慧城市等多个人工智能场景。,赵立东 创始人兼CEO 赵立东，燧原科技创始人兼CEO，主要负责公司的战略规划、融资和业务运营。赵立东先生2014年12月加入紫光通信科技集团有限公司担任副总裁，主管半导体投资相关工作。2015年3月兼任紫光集团旗下锐迪科微电子公司总裁，董事，负责公司管理包括战略，市场，销售，运营部门以及投资并购，公共事务等。2017年3月任紫光集团有限公司副总裁，负责重大专项的谈判和筹建。加入紫光集团前，他曾在硅谷工作超过20年，并先后出任管理，研发和市场等多个职位。2007至2014年服务于AMD，历任计算事业部高级总监，负责CPU/APU产品规划，市场分析及拓展；产品工程部高级总监，负责CPU/GPU/APU及多个相关核心IP的研发，团队规模超过千人，并参与成立中国研发中心。赵立东先生还曾服务于Juniper Networks (formerly Netscreen)，负责网络安全芯片研发，以及S3 Inc. ，从事GPU图形处理器芯片的研发。赵立东先生拥有美国犹他州立大学电子与计算机硕士学位和清华大学电子工程学士学位。 张亚林 创始人兼COO 张亚林，燧原科技创始人兼COO，主要负责公司的产品规划、研发和生产运营。2008年加入AMD，历任资深芯片经理、技术总监。曾经作为全球芯片研发主要负责人之一，在AMD上海研发中心成功领导开发并量产了多颗个世界级芯片，拥有丰富的工程和产品化实战经验。其中包括领导全球团队为微软（Microsoft）定制开发了XBOX-ONE系列主芯片；领导开发了全球目前最大的融合芯片APU，并一次量产成功，该款芯片成功用于小霸王最新发布的Z+游戏电脑。他还曾参与创立、发展和管理了AMD上海研发中心融合芯片部门、AMD北京研发中心以及AMD中国多媒体IP部门。2000至2007年服务于上海奇码数字信息有限公司，担任设计部主管。领导团队开发了ZJ1.0/ZJ2.0/ZJ2.A系列机顶盒芯片，主要负责内部架构和嵌入式处理器设计。张亚林先生拥有复旦大学电子工程学士学位，并取得七项个人技术专利。 
2020-05-06,丰疆智能,智能硬件,A轮,1亿人民币,大湾区共同家园发展基金,50000,智能硬件、机器人、机器人,丰疆智能是一家智慧农业与物流机器人研发商，结合大数据、物联网、深度学习、无人驾驶、机器视觉等技术，可提供智能地面机器人、码头无人物流、农业机器人、智能高速插秧机、农机物联网平台等产品与解决方案。,卢锋 董事长 卢锋，丰疆智能科技股份有限公司董事长，东风资产管理有限公司总经理。 吴迪 CEO 吴迪，丰疆智能创始人之一、兼任CEO，负责研发国产智能农用机器人。2003年，吴迪到瑞典留学读博。拿到学位后，他进入爱立信进行手机芯片的研发。后来的他，曾加入创业公司担任研发副总裁，回国后也曾在展讯通信担任系统总监，后来还在苏州大学电子信息学院负责微电子学科的教研工作。2015年，吴迪加入大疆担任首席科学家，继续从事一线的芯片研发工作。 
2020-05-06,傅利叶智能,智能硬件,B+轮,数千万人民币,前海母基金,50000,智能硬件、机器人、机器人,傅利叶智能是一家康复机器人研发商，集成了多种传感器、电机、高速数据采集芯片等，可以精确模拟出实际生活中的力学场景，为肢体功能障碍患者体用多样的目标导向性训练，刺激大脑功能重组，进而恢复肢体功能。,顾捷 CEO 顾捷，上海璟和技创机器人有限公司创始人及CEO，Flexbot创始人。 徐振华(已离职) 原CTO 毕业于上海交通大学，有十多年的机器人从业经验与研发积累，分别在知名外企FANUC机器人公司与GM泛亚汽车研发中心担任高级研发工程师。同时拥有两次创业背景，分别于2012至2015年成为璟和技创机器人联合创始人兼CTO，分别参与研发了Flexbot多体位康复机器人与OS多体位康复机器人，2016年至2018年成为傅利叶智能联合创始人兼CTO，分别研发了M2上肢力反馈机器人与X1下肢外骨骼康复机器人，所研发的产品获得多项发明专利与国际大奖，并成功在市场应用与推广。 
2020-04-30,云问科技,智能硬件,B轮,1亿人民币,"动平衡资本, 东南基金",50000,智能硬件、机器人、机器人,云问专注于智能客服机器人的研发，是中国领先的互联网人工智能技术服务提供商之一。运用国内前沿人工智能技术，助力企业客服和管理部门为用户提供精准的智能客服和互动营销服务。先后服务超过近十万家企业，覆盖金融、证券、IT、互联网、通讯、政务、酒店、消费品、电商等近60个行业，稳定长期用户有西门子、海尔、工商银行、中国邮政、国家电网、金蝶、如家、美的、海南政府、当当网等。,王清琛 CEO 王清琛，FaqRobot联合创始人、CEO。 茆传羽 联合创始人兼COO 茆传羽，南京云问网络技术有限公司联合创始人兼COO 
2020-04-30,华志微创,医疗健康,B轮,近亿人民币,"国投创合（领投）, 联想创投",50000,医疗健康、医疗器械及硬件、机器人,华志微创是一家神经外科手术机器人研发商，集研发、生产和销售于一体，专注于通过无框架脑立体定向技术的临床应用，为颅脑外科立体定向手术设计医疗机器人。,王荣军 董事长 王荣军，为华志微创医疗科技（北京）有限公司董事长 
2020-04-28,灵云智服,智能硬件,Pre-A轮,1000万人民币,"水木资本, 中美创投, 长岛资本, 亚美亚",5000,智能硬件、机器人、机器人,灵云智服是一个服务机器人云平台研发商，向B端用户提供服务机器人云平台+终端硬件，落地场景在园区、学校、大厅等场景；此外，公司还可以通过终端设备对用户的身份识别，联合电商、运营商等商家平台做导流、导购业务，收取一部分的流量变现费用。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-27,泰禾光电,智能硬件,IPO上市后,未透露,海达投资,50000,智能硬件、机器人、机器人,泰禾光电是一家智能色选机和工业机器人研发商，色选机产品可应用于农业产品分选领域、I业物料与工业品分选领域、物资回收和环保领域。主要包括大米色选机、中药色选机、矿石分选机等。机器人产品包括码垛机器人、冲压机器人AGV、 智能化立体仓储系统等。,许大红 董事长兼总经理 许大红，合肥泰禾光电科技股份有限公司董事长兼总经理 
2020-04-24,键嘉机器人,智能硬件,A轮,数千万人民币,百度风投,15000,智能硬件、机器人、机器人,键嘉机器人是一家智能骨科手术机器人研发商，专注于为市场提供精准关节置换方案，覆盖“术前、术中、术后”全流程：术前——智能术前规划软件在终端即可进行数据处理，与医生交互设计手术方案，并通过标定自动化和注册配准算法缩短术前准备时间。,许靖 创始人 许靖，键嘉机器人创始人 
2020-04-19,天太机器人,智能硬件,战略投资,未透露,"IDG资本, 华登国际",50000,智能硬件、机器人、机器人,天太机器人是一家工业机器人研发商，专注于工业机器人核心部件的研发与制造。旗下产品包括SCARA四轴工业机器人、六轴工业机器人、并联机器人、码垛机器人、谐波减速机等，可广泛应用于家电、食品药品等行业领域。,张兴华 创始人 张兴华，天太机器人创始人、总经理。 
2020-04-17,Yellow Messenger,智能硬件,B轮,2000万美元,"Lightspeed India Partners（领投）, Lightspeed Venture Partners光速全球（领投）",65000,智能硬件、机器人、机器人,Yellow Messenger是一家印度AI聊天机器人研发商，向零售、旅游和医疗等多个行业提供服务，通过在多个渠道上实现文本和语音的实时对话自动化，帮助企业提高效率，增长业绩。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-16,PadBot派宝机器人,智能硬件,B轮,未透露,亚威科技,15000,智能硬件、机器人、机器人,PadBot派宝机器人是一个智能机器人产品，支持传递视频、声音、动作等，突破时空限制实现人们远程面对面互动交流，广州映博智能科技有限公司旗下产品。,范耀军 联合创始人 范耀军，PadBot派宝机器人联合创始人，华南理工大学计算机智能机器人专业毕业，多次参与全国足球机器人比赛并获奖；毕业后曾在北电、中兴从事过通讯系统研发、产品推广、大客户销售等职位，熟悉东南亚、东欧国家通讯市场及风土人情，具有优秀的国际化视野；2013年与合伙人覃争鸣创办广州映博智能科技，专门从事消费电子级别机器人业务。 覃争鸣 联合创始人 覃争鸣，PadBot派宝机器人联合创始人。华南理工大学机器人专业硕士毕业，曾在IBM担任技术架构师，2013年和大学同学范耀军离职创业。 
2020-04-14,优艾智合,智能硬件,Pre-A轮,数千万人民币,"真格基金（领投）, HAX, 常见投资",15000,智能硬件、机器人、机器人,优艾智合是一家以机器人研发与制造为核心的创新型高新技术公司。优艾智合具有完全自主知识产权的移动机器人核心算法，拥有大量业务场景无人化改造经验， 优艾智合基于移动机器人，致力于提供智能制造，智能巡检及维保等覆盖全行业、全方位的产品和解决方案。,许瑨 联合创始人 西安交通大学机器人学在读博士，曾任交大ROBOCON机器人队队长，机械设计能力出众，多次斩获各类机器人大赛大奖 赵万秋 联合创始人 西安交通大学机器人控制方向在读博士，擅长电子电路系统设计，多次斩获各类电子设计大赛大奖 边旭 联合创始人 西安交通大学机器人智能算法方向在读博士，开发移动机器人超过十种，擅长ROS机器人操作系统的开发、软件编程和SLAM算法设计等 张朝晖 创始人 西安交通大学机器人学在读博士，拥有三年项目研发管理经验，擅长软硬件设计，斩获数十个创新创业和智能硬件竞赛大奖 展开全部 
2020-04-13,禧涤智能Triooo,智能硬件,A轮,未透露,前海母基金,10000,智能硬件、机器人、机器人,禧涤智能Triooo是一家商用智能清洁机器人服务商，隶属于禧涤智能（北京）科技有限公司。,"史航 联合创始人兼CEO 史航，禧涤智能Triooo创始人，毕业于香港大学电子通信工程专业，原优步（Uber）深圳东莞惠州城市负责人，原法兴银行项目经理。
 "
2020-04-10,Orion Labs,智能硬件,B轮,2900万美元,"Dell Technologies Capital（领投）, Avalon Ventures, Mathers Associates, Allen and Company, Argentum Capital Partners, WRVI Capital",94250,智能硬件、机器人、机器人,Orion Labs是一家语音机器人研发商，设计的语音聊天机器人能帮助员工回答那些经常需要重复回答的问题。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-03,黑蚁兄弟,智能硬件,A轮,未透露,镤伟亚洲,10000,智能硬件、机器人、机器人,黑蚁兄弟是一家AI清洁机器人研发商，聚焦于AI机器人在环保清洁领域的落地，可应用于建筑物外墙清洁、光伏发电板清洁等领域，目前产品已经进入幕墙清洁的试运行阶段。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-02,云鲸智能,智能硬件,B轮,数千万人民币,"字节跳动, 大米创投, 盈峰资本, 源码资本",40000,智能硬件、机器人、机器人,云鲸智能是一家家庭服务机器人供应商，致力于研发提升生活品质的服务机器人。基地基于在导航定位、地图构建、创新机构的技术优势，我们首先立足清洁机器人领域，致力于开发一键清洁的家庭服务机器人。,张峻彬 创始人兼董事长 张峻彬，云鲸智能创始人兼董事长， 2012年，张峻彬从华中科技大学机械学院机械设计制造及其自动化专业本科毕业，并获“优秀本科毕业生”称号。受香港科技大学电子与计算机工程系教授李泽湘导师的启发，而创业。 
2020-04-02,思灵机器人,智能硬件,A轮,数千万美元,"C Ventures（领投）, 红杉资本中国, 高瓴创投, 线性资本",130000,智能硬件、机器人、机器人,思灵机器人是一家智能机器人系统研发及应用服务商，致力于智能机器人系统的研发及应用，核心产品包括7自由度轻量化机械臂、通用机器人控制器、机器人视觉系统等。该公司综合利用力控机器人技术、机器视觉、运动规划、自适应抓取、人机协作、模仿学习与增强学习等核心技术，研发了一套机器人操作系统。,陈兆芃 创始人 陈兆芃，思灵机器人创始人。德国宇航中心模块化机器人实验室副主任，全面负责德宇航多个型号机器人的研发。 
2020-04-02,灵动科技ForwardX,智能硬件,B+轮,1亿人民币,"招商局资本（领投）, 中关村启航基金",100000,智能硬件、机器人、机器人,灵动科技ForwardX致力于打造 AI 时代的机器人大脑，利用深度学习再造机器人。目前已输出的产品包括，企业级物流协作机器人和消费级智能跟随行李箱，逐步建立了稳定可靠的生产供应链，并正在全球占领快速增长的用户市场。,齐欧 创始人 齐欧，灵动科技创始人。前亚太大学生机器人大赛中国冠军，北京航天航空大学微电子硕士。 前Oracle中国区SaaS云计算核心产品线负责人，前SAP全球产品经理。 北京市围棋冠军。 
2020-03-30,玖物互通,先进制造,A轮,未透露,尚融资本,10000,先进制造、传感设备、机器人,玖物互通是一家专注于智能移动机器人、轻型协作机械臂和激光传感器的研发、生产、销售及服务的高新技术企业。致力于为汽车汽配、电子半导体、机加注塑、新能源、酒店、医院、智能楼宇等行业提供智能机器人系统、数据融合联接、工程应用等服务；通过对软硬件产品及平台的研发创新，致力于持续推动智能化、信息化，为客户提供完善、先进的整体解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-30,云深处科技,智能硬件,A轮,未透露,英诺天使基金,10000,智能硬件、机器人、机器人,云深处科技是一家智能机器人产品研发商，专注于足式机器人产品开发和市场推广。其研制的“赤兔”四足机器人是国内首台可快速奔跑的四足仿生机器人。,朱秋国 创始人 朱秋国，杭州云深处科技有限公司创始人 
2020-03-30,肇观电子,先进制造,B轮,3亿人民币,,150000,先进制造、集成电路、机器人,肇观电子是一家专注于人工智能和计算机视觉系统和芯片的公司。致力于将视觉赋予给所有的机器人，无人机，无人车以及其他智能设备，开启人工智能的新时代。产品包括智能眼镜、立体摄像头等。,"冯歆鹏 董事长 冯歆鹏,为上海肇观电子科技有限公司董事长 周骥 CTO 2003年于浙江大学CAD国家重点实验室获得博士学位，主攻基于图像的三维重建方向。曾任AMD计算机视觉、图像信号处理、视频领域首席架构师，负责算法和体系架构设计。作为所述领域的科学家和体系架构设计师，在AMD的13年工作时间内，为多个AMD多个GPU和APU芯片设计研发了几代硬件IP，并在中国和美国获得了4项相关专利，在计算机视觉和数字成像方面具有专长。 "
2020-03-26,盈合机器人,智能硬件,天使轮,未透露,盈峰资本,500,智能硬件、机器人、机器人,公司致力研发应用于国家应急管理、城市治理领域的机器人产品集群，与智能制造相结合，打造中国领先的平台型机器人公司。同时盈合（深圳）机器人与自动化科技有限公司作为盈峰集团旗下的一级子公司，也是盈峰集团在先进制造与产业互联网板块的重要战略布局，将以服务类机器人与智能制造业务形成协同与闭环，深耕国家应急管理产业的机器人应用，通过解决社会问题，推动企业发展。,沈岗 创始人 沈岗，盈合机器人创始人、CEO，盈峰控股合伙人。机器人行业领军人物，曾担任发那科常务副总经理、碧桂园集团副总裁、博智林机器人总裁。 
2020-03-25,宇泛智能,企业服务,B轮,近亿人民币,"野草创投（领投）, 腾讯投资",120000,企业服务、行业信息化及解决方案、机器人,宇泛智能成立于2014年，以人工智能（AI）、物联网平台和应用（IOT）、边缘计算设备（EDGE）为根基，为泛安防长尾市场提供一站式物联网智能视觉解决方案，覆盖场景包括：社区、办公、商业、校园、酒店等。公司200余人，研发人员占比60%以上，覆盖硬件、终端算法、操作系统、应用、平台、大数据。目前，宇泛在动态人脸识别设备市场占有率位居前列，在人脸识别领域具有强劲的落地能力，其推出的“Uface”也是业内广为人知的品牌。,赵弘毅 创始人 赵弘毅，杭州宇泛智能科技创始人、CEO。 
2020-03-24,大界机器人,智能硬件,A轮,5000万人民币,"正轩投资, 龙腾资本, Plug and Play, 深圳高新投, 线性资本",25000,智能硬件、机器人、机器人,大界机器人是一家建筑智能建造方案提供商，致力于开发建筑领域的智能化工业机器人系统。主要研究建筑机器人的控制系统、智能算法与人机交互的核心技术。专注于建筑工厂的机器人解决方案，通过输出模块化的建筑机器人软硬件系统，辅助木材、钢铝材料、金属板材、复合材料等传统工厂完成数字化升级，提高生产效率，增强自动化竞争力。大界专注于建筑工厂的机器人解决方案，针对建筑工厂项目定制化、产品多样化、生产设备碎片化的痛点提出了综合的智能建造解决方案，降低工业机器人的使用门槛。,倪珲 董事长兼总经理 倪珲，上海大界机器人科技有限公司董事长兼总经理 
2020-03-23,坤厚自动化,物流,Pre-A轮,数千万人民币,高捷资本（领投）,15000,物流、物流信息化、机器人,坤厚自动化是一家专业研发工业领域的移动机器人定位导航模块KH-Navikit 和基于该技术的智能物流系统、 以机器人定位导航和群控技术为核心同时专注于升级行业客户物流系统的高科技企业。,"曹睿 创始人 曹睿，苏州坤厚自动化科技有限公司创始人,Xilinx嵌入式系统解决方案专家，拥有十多年海外机器人系统和随机过程算法工作经验，对机器人定位导航和群控技术具有独到的见解。2015年归国创建苏州坤厚自动化科技有限公司，并被评选为“姑苏创新创业领军人才”“阳澄湖科技领军人才”。他毕业于新加坡国立大学超大规模集成电路系，是领取全额奖学金的优秀硕士毕业生。本科阶段就已经是浙江大学工业控制国家重点实验室机器人实验室的优秀毕业生。 "
2020-03-23,普莱信智能,先进制造,Pre-B轮,4000万人民币,"蓝图创投（领投）, 云启资本",40000,先进制造、集成电路、机器人,普莱信智能是一家半导体及自动化设备制造商，旗下有DA401系列、光通信设备系列、封装测试系列产品，包括DA801高速直驱固晶机设备、十轴高速绕线机、晶圆切割、高端总线型运动控制器等。,田兴银 创始人 田兴银，华中科技大学机电专业硕士，长江商学院MBA，北大光华EMBA； 深圳市投壶网路科技资产管理有限公司首席战略官； 曾任清科集团副总裁，达晨创投西南分公司总经理等职务； 在华为，展讯通信从事多年的技术和管理工作，在TMT、高端装备和新能源产业有丰富的投资经验和成功案例。 
2020-03-21,Diligent Robotics,智能硬件,A轮,1000万美元,"DNX Ventures（领投）, True Ventures, Promus Ventures, Next Coast Ventures, Ubiquity Ventures, E14 Fund, Grit Ventures",32500,智能硬件、机器人、机器人,Diligent Robotics是一家医用机器人研发商，这家公司的机器人Moxi配备了灵活的机械臂，抓手和完全的移动性，因此它可以获取轻量级的医疗资源，在医院的走廊导航并将其交给护士。Moxi可以帮助医疗中心尽可能有效地利用其员工。而且由于机器人无法被COVID-19感染，因此减少了潜在病毒携带者与脆弱人群互动的可能性。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-20,Ada Support,智能硬件,B轮,4400万美元,"Accel Partners（领投）, Leaders Fund, Version One Ventures, FirstMark Capital, Bessemer Venture Partners, Burst Capital",143000,智能硬件、机器人、机器人,Ada Support是一家加拿大智能聊天机器人研发商，公司通过AI技术提高自动化服务平台的准确性，增强聊天机器人性能，并为不同领域的客户提供定制化服务。Ada的自动化服务平台经过几周训练就可以熟悉特定业务领域，其研发的“自然语言理解引擎”使聊天机器人在语句不完整的情况下也能快速理解上下文语义、行业术语、拼写错误和多达100种语言。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-17,茂睿芯,先进制造,A轮,未透露,"湖杉资本, 金浦投资",10000,先进制造、集成电路、机器人,"茂睿芯是一家半导体芯片研发商，公司主要产品包括晶闸管芯片、整流二极管芯片、超快恢复二极管芯片等，产品可应用于计算机、机器人等领域，同时公司为用户提供相关技术咨询服务等。
",陈淑珍 董事长 陈淑珍，茂睿芯(深圳)科技有限公司董事长 
2020-03-16,云扩科技,企业服务,B轮,3000万美元,"红杉资本中国（领投）, 金沙江创投, 深创投, 明势资本",97500,企业服务、行业信息化及解决方案、机器人,云扩科技是一家全球领先的智能 RPA 科技企业，以自研的云扩 RPA 平台为核心，致力于为各行业客户提供智能的 RPA 机器人产品与解决方案，通过RPA赋能，持续为客户创造价值，助力企业推进数字化转型。,刘春刚 CEO 曾作为特邀工程师在富士施乐从事中文数据挖掘工作，随后加入微软云计算部门担任数据管理产品负责人，带领团队发布xplat管理自动化产品，服务全球数十万企业客户。 史秋芳 CTO​ 先后在微软担任企业服务器自动化测试总监、高性能计算与云端自动化产品首席研发总监等高级岗位，负责微软全球高性能计算产品线的研发工作。具有丰富的软件自动化、分布式调度、以及高可用企业级系统。 胡世超(已离职) 原CPO 胡世超。创始人&CEO。前微软AI研发总监、前Uipath全球研发总监胡世超先生创立，负责新一代技术产品的设计及研发，包括低代码开发平台，智能对话机器。 
2020-03-15,芯合科技,智能硬件,A轮,数千万人民币,"珠海高科创投（领投）, 中科创星",10000,智能硬件、机器人、机器人,芯合科技专注于工业领域智能机器人自动化方案及智能控制系统，以驱动控制、伺服系统为核心技术，研发了智能服务型机器人和机械臂，创造了高端可定制机器人产品，驱动器系列以及伺服控制系统，可用于国内外任意服务类、工业类机器人之中。芯合科技的产品主要为自主研发的智能控制系统、定制化系统集成方案、以及工业机器人本体三类。其核心自动化解决方案主要应用于如焊接和喷涂等对高精度、均匀度有较高需求的工业生产等领域。,"王相伟 创数人 王相伟,为北京芯合科技有限公司创始人、总经理。 "
2020-03-11,Speechly,智能硬件,种子轮,200万欧元,"Cherry Ventures（领投）, Social Starts, Seedcamp, Joyance Partners, Quantum Angels, Tiny.vc",7800,智能硬件、AR/VR设备、机器人,Speechly是一家芬兰语音交互技术开发商，主要为App等各类应用开发者提供语音交互功能的开发工具。创始团队曾参与开发Siri以及Amazon的智能语音助手Alexa。Speechly的语音交互开发工具可用于电商、游戏、数字医疗、VR等领域，并为iOS、Android、Web端以及Unreal引擎提供SDK工具包。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-10,湃方科技,先进制造,A轮,数千万人民币,"创业黑马基金（领投）, 百度风投, 经纬中国",20000,先进制造、集成电路、机器人,湃方科技是一家工业互联网智能技术公司，以高能效AI芯片和AI算法为核心，打造湃方星核、湃方星象、湃方星云和湃方星尘四位一体产品矩阵。作为业界领先的设备管理服务提供商，为客户提供跨品类、全栈式的设备管理AIoT解决方案，实现生产运营的提质、降本、增效、控险。致力于推动传统工业设备的智能化升级价值闭环，为设备制造商、设备使用商和设备代理商客户提供跨品类、全栈式的设备管理智能物联网（AIoT）解决方案，支持泵机、电机、压缩机等多种设备品类，在石油、石化、钢铁、电力、冶金、水泥、汽车制造等诸多行业,武通达 董事长 武通达，湃方科技联合创始人、CEO兼芯片团队负责人，黑龙江大庆人，是清华电子工程系的本硕博“三清”毕业生。在以优异的成绩考入清华大学电子系后，他跟随刘勇攀教授从事AI芯片研究。 
2020-03-09,擎朗智能,智能硬件,B轮,2亿人民币,"源码资本（领投）, 华登国际, 远望资本, 云启资本, 上海科创投集团(上海科创)",100000,智能硬件、机器人、机器人,上海擎朗智能科技有限公司(KEENON)是一家致力于为全球企业提供智慧无人配送解决方案的人工智能企业。公司成立于2010年，总部位于上海，并在全国设立56个营销运营中心，通过应用先进的智能服务机器人和人工智能技术，打造高效、稳定、可靠、实用的解决方案，帮助全球各行业的企业提升服务效率，实现智能化升级。目前，公司服务客户覆盖餐饮、医疗、酒店、场馆、商务办公、社区养老、机场等场景。凭借稳定可靠的产品、丰富的全球项目经验、加上高效优质的售后服务，擎朗智能已成为海底捞、全聚德、荣小馆、大渝火锅、点都德、广州酒家、必胜客等众多国内外知名品牌的合作伙伴。,李通 CEO 李通，为上海擎朗智能科技有限公司的创始人&CEO。2007年10月至2008年12月，加入微软亚洲工程院Incubation Team，负责机器人OS - ROBOTICS STUDIO部分系统开发和WINCE嵌入式系统项目FONE+软件开发。上海广茂达伙伴机器人有限公司教育机器人研发部经理，开发的教育机器人共销售近5千台。华中科技大学本科、硕士。 
2020-03-06,史河科技,智能硬件,A轮,未透露,鸿元投资,10000,智能硬件、机器人、机器人,史河科技是国内第一家实现高空作业机器人产业化的公司。公司通过对船舶、化工、电力、能源等行业的深入探索，产品已实现在检测、探伤、清洗、除锈、喷涂、打磨等场景的成功应用。公司注重技术创新与积累，获评“国家高新技术企业”，核心成员具有清华、北航、人大等学习科研背景及世界500强的工作经历，拥有以清华大学教授为核心的科学家顾问团队。,王志超 联合创始人兼CTO 北航自动化系博士，具有丰富的硬件开发经验。曾参与过多个项目的电路设计审核工作。 许华旸 创始人兼CEO 清华大学机械系硕士、博士、博士后。 姜雨 联合创始人兼COO 曾先后任太极计算机轨道交通事业部销售总监，同方股份重大项目部市场总监等职位。 
2020-03-06,卡诺普,智能硬件,B轮,近亿人民币,"长江国弘（领投）, 双环传动",50000,智能硬件、机器人、机器人,卡诺普是一家专业从事工业机器人及协作机器人整机、控制系统、驱控一体机、机器人智能传感器等工业机器人核心技术研发、生产、销售的国家高新技术企业。,李良军 创始人 李良军，卡诺普创始人。自2001年至2010年任职于成都广泰实业，历任研发工程师、项目负责人、技术部长和技术总监，主导了机器人、数控系统、步进驱动器、交流伺服驱动器等多个项目。 
2020-03-06,Dexai Robotics,智能硬件,种子轮,550万美元,"Hyperplane Venture Capital（领投）, NextView Ventures, Contour Venture Partners, Harlem Capital, Rho Capital",17875,智能硬件、机器人、机器人,Dexai Robotics是一家美国AI厨房机器人研发商，旨在实现厨房的自动化管理。Dexai Robotics 可以用它的“小手”帮助用户舀取食物或者是餐厅布局，比如帮助用户准备一份沙拉，或者是帮用户把碗摆放到固定的位置。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-05,Temi机器人,智能硬件,C轮,2000万美元,"愉悦资本（领投）, 风和投资",130000,智能硬件、机器人、机器人,Temi是一家智能机器人研发商，主营家用智能机器人生产制造，在办公场所、零售商店、酒店、医院、政务大厅、餐饮以及教育等领域被大量投入使用。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-04,Sonantic,智能硬件,种子轮,230万欧元,"EQT Ventures（领投）, AME Cloud Ventures, Entrepreneur First, Bart Swanson",8970,智能硬件、机器人、机器人,Sonantic是一家英国人工智能语音技术研发商，为游戏和娱乐行业开发了非常真实的、具有人类品质的AI语音技术，可以从文本转化成拟人化的声音，Sonantic根据文本转化的声音，具备如同真人一般的音色、语调和人物性格特点。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
